ID,IDADE,FAIXA IDADE,GENERO,COR/RACA/ETNIA,PCD,EXPERIENCIA_PROFISSIONAL_PREJUDICADA,ASPECTOS_PREJUDICADOS,VIVE_NO_BRASIL,ESTADO ONDE MORA,UF ONDE MORA,REGIAO ONDE MORA,MUDOU DE ESTADO?,REGIAO DE ORIGEM,NIVEL DE ENSINO,ÁREA DE FORMAÇÃO,QUAL SUA SITUAÇÃO ATUAL DE TRABALHO?,SETOR,NUMERO DE FUNCIONARIOS,GESTOR?,CARGO COMO GESTOR,CARGO ATUAL,FAIXA SALARIAL,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE DADOS VOCÊ TEM?,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE TI/ENGENHARIA DE SOFTWARE VOCÊ TEVE ANTES DE COMEÇAR A TRABALHAR NA ÁREA DE DADOS?,SALARIO,NOVO_NIVEL,NIVEL_Júnior,NIVEL_Pleno,NIVEL_Sênior,GEARACAO,Quanto tempo de experiência na área de dados você tem?,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Você está satisfeito na sua empresa atual?,Qual o principal motivo da sua insatisfação com a empresa atual?,Você participou de entrevistas de emprego nos últimos 6 meses?,Você pretende mudar de emprego nos próximos 6 meses?,Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?,Atualmente qual a sua forma de trabalho?,Qual a forma de trabalho ideal para você?,Caso sua empresa decida pelo modelo 100% presencial qual será sua atitude?,Sua empresa passu por Layoff em 2022?,Atuacao,Quais das linguagens listadas abaixo você utiliza no trabalho?,EM_BUSCA,ABERTO_OPORTUNIDADES
wt7u3dhgq4vd1cnvwt7u3dh30po7k85u,23.0,22-24,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Nível de cobrança no trabalho / Stress no trabalho, Velocidade de progressão de carreira, Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante a minhas opiniões e ideias",TRUE,Pernambuco (PE),PE,Nordeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor de Energia,Acima de 3.000,0.0,,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 1 a 2 anos,7609,Pleno,FALSE,TRUE,FALSE,Geração Z,de 3 a 4 anos,de 1 a 2 anos,FALSE,"Não tenho uma boa relação com meu líder/gestor, Gostaria de trabalhar em em outra área de atuação, Falta de apoio dos gestores em relação aos dados","Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Engenharia de Dados,"SQL, Python, Visual Basic/VBA",TRUE,FALSE
wsmfjfcpm8m91lkl0lwwsmfjfgw4hf3e,37.0,35-39,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho",TRUE,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Química / Física,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,1.0,Gerente/Head,,Acima de R$ 40.001/mês,de 7 a 10 anos,de 5 a 6 anos,47590,Pessoa Gestora,FALSE,FALSE,FALSE,Millenial,de 7 a 10 anos,de 5 a 6 anos,TRUE,,"Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Gestor,,FALSE,TRUE
wrui16fvpmu2yv7zb8vwrufz5dn19m3r,54.0,50-54,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Geração X,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
wrrefw4qp20tql2xjwrrauv6yyxk4cki,31.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,FALSE,,,,,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,de 101 a 500,0.0,,Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,3801,Pleno,FALSE,TRUE,FALSE,Millenial,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,SQL,FALSE,TRUE
wrf9v726zz15fsgiwrf9vtzlw8rzrlhg,29.0,25-29,Masculino,Branca,Não,,,TRUE,Rio Grande do Sul (RS),RS,Sul,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,de 11 a 50,0.0,,Analytics Engineer,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,24191,Sênior,FALSE,FALSE,TRUE,Geração Z,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Remuneração/Salário, Propósito do trabalho e da empresa, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",Engenharia de Dados,"SQL, Python",FALSE,FALSE
wr7gkgbche5tctc3iitewr7gkuajvio3,27.0,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Outras Engenharias,Estagiário,Área de Consultoria,Acima de 3.000,0.0,,Cientista de Dados/Data Scientist,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Menos de 1 ano,2976,Júnior,TRUE,FALSE,FALSE,Geração Z,Menos de 1 ano,Menos de 1 ano,TRUE,,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo 100% remoto,Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,FALSE,FALSE
wr4pst1ubu4psbqhiwr4pspm7511if04,35.0,35-39,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0.0,,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,12666,Pleno,FALSE,TRUE,FALSE,Millenial,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Remuneração/Salário, Benefícios, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Engenharia de Dados,"Scala, SQL",FALSE,FALSE
wqzgmoe2ia0u8omxruwqzgmdqpg9g5b6,22.0,22-24,Masculino,Branca,Não,,,TRUE,Rio Grande do Sul (RS),RS,Sul,1.0,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,de 51 a 100,0.0,,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,3045,Júnior,TRUE,FALSE,FALSE,Geração Z,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"SQL, Python",FALSE,TRUE
wqs2q7rdx48s3wqs7h8vs3qh15z3vna8,20.0,17-21,Masculino,Branca,Não,,,TRUE,Espírito Santo (ES),ES,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Educação,de 1.001 a 3.000,0.0,,Analista de Suporte/Analista Técnico,Menos de R$ 1.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,367,Júnior,TRUE,FALSE,FALSE,Geração Z,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,FALSE,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Não tenho uma boa relação com meu líder/gestor","Sim, fui aprovado mas decidi não mudar de emprego",Estou em busca de oportunidades dentro ou fora do Brasil,"Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Outra atuação,JavaScript,TRUE,FALSE
wqm528nru75mbqswqmlelmye3e587syp,45.0,45-49,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Paraná (PR),PR,Sul,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Área da Saúde,de 101 a 500,0.0,,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,de 1 a 2 anos,3159,Júnior,TRUE,FALSE,FALSE,Geração X,Menos de 1 ano,de 1 a 2 anos,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades","Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Benefícios",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"SQL, Python",FALSE,TRUE
wqhtpx8f8eumw2256wqh35pcrccmsard,33.0,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Millenial,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
wq9azntiu5o576e3wq91jv57739qvqgj,39.0,35-39,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",TRUE,Distrito Federal (DF),DF,Centro-oeste,0.0,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Millenial,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
wq7wykc30iaryqelh8wq7w0kg3ybzqce,27.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira",TRUE,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Acima de 3.000,0.0,,Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10883,Sênior,FALSE,FALSE,TRUE,Geração Z,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,"Sim, fui aprovado mas decidi não mudar de emprego",Estou em busca de oportunidades dentro ou fora do Brasil,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,SQL,TRUE,FALSE
wq5m2hez96qyjutnemwq5mkcffsbvh67,28.0,25-29,Masculino,Branca,Não,,,TRUE,Paraná (PR),PR,Sul,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Agronegócios,Acima de 3.000,0.0,,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Menos de 1 ano,10517,Sênior,FALSE,FALSE,TRUE,Geração Z,Mais de 10 anos,Menos de 1 ano,TRUE,,"Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"SQL, R, Python, Visual Basic/VBA",FALSE,TRUE
wq3o1ngsuint7z0iwlmwq3o1novw7m5p,31.153.517.220.250.300,55+,Masculino,Branca,Não,,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Área de Consultoria,Acima de 3.000,0.0,,Outra Opção,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,de 3 a 4 anos,5881,Sênior,FALSE,FALSE,TRUE,Millenial,Mais de 10 anos,de 3 a 4 anos,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades","Flexibilidade de trabalho remoto, Benefícios, Remuneração/Salário",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Outra atuação,Não utilizo nenhuma das linguagens listadas,FALSE,TRUE
wq0l0kaglyze0i2zh4pxfwq0l0k20wzx,26.0,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Estagiário,Tecnologia/Fábrica de Software,de 101 a 500,0.0,,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,2025,Júnior,TRUE,FALSE,FALSE,Geração Z,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,FALSE,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado","Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"SQL, R",TRUE,FALSE
wpvcllpz9rebam2hhwpvcz3ahijjck4k,31.153.517.220.250.300,55+,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,de 6 a 10,0.0,,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,de 7 a 10 anos,10072,Sênior,FALSE,FALSE,TRUE,Millenial,Mais de 10 anos,de 7 a 10 anos,TRUE,,"Sim, fui aprovado mas decidi não mudar de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Qualidade dos gestores e líderes,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Engenharia de Dados,SQL,FALSE,FALSE
wpl66vjyo2lrbjmlmy96mlwpl6qcme0j,26.0,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,0.0,Sudeste,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0.0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,5603,Júnior,TRUE,FALSE,FALSE,Geração Z,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Engenharia de Dados,"SQL, Python",FALSE,TRUE
wpfk8pz6d5p39x9499b5wpfk0bt2ar58,27.0,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Geração Z,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
wp3qno78ssurhd23wp3qna2e57us6o8y,27.0,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Santa Catarina (SC),SC,Sul,0.0,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Indústria,Acima de 3.000,0.0,,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,de 3 a 4 anos,5402,Pleno,FALSE,TRUE,FALSE,Geração Z,de 4 a 6 anos,de 3 a 4 anos,FALSE,"Gostaria de receber mais benefícios, Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado","Sim, fui aprovado e mudei de emprego",Estou em busca de oportunidades dentro ou fora do Brasil,"Benefícios, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"SQL, Python, Visual Basic/VBA, JavaScript",TRUE,FALSE
woyfznymibw03lwoyfzn7os8miwdxccr,49.0,45-49,Masculino,Branca,Não,,,TRUE,Pernambuco (PE),PE,Nordeste,0.0,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 101 a 500,1.0,Team Leader/Tech Leader,,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,de 5 a 6 anos,24820,Pessoa Gestora,FALSE,FALSE,FALSE,Geração X,Mais de 10 anos,de 5 a 6 anos,TRUE,,"Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Gestor,,FALSE,TRUE
wos6ftkbqe75b4wos6fzsk1n13ltd6zm,52.0,50-54,Masculino,Branca,Não,,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Educação,de 101 a 500,1.0,Supervisor/Coordenador,,de R$ 3.001/mês a R$ 4.000/mês,Mais de 10 anos,de 3 a 4 anos,3871,Pessoa Gestora,FALSE,FALSE,FALSE,Geração X,Mais de 10 anos,de 3 a 4 anos,FALSE,Gostaria de trabalhar em em outra área de atuação,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,Plano de carreira e oportunidades de crescimento profissional,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Gestor,,TRUE,FALSE
wopbao43numi0dvrwopban6oil5c3kn6,34.0,30-34,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira",TRUE,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Servidor Público,Área da Saúde,Acima de 3.000,1.0,Supervisor/Coordenador,,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,7263,Pessoa Gestora,FALSE,FALSE,FALSE,Millenial,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Remuneração/Salário, Qualidade dos gestores e líderes, Reputação que a empresa tem no mercado",Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Gestor,,FALSE,FALSE
woms891udwvoupk01cb0woms891795o5,40.0,40-44,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,0.0,Nordeste,Doutorado ou Phd,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Agronegócios,Acima de 3.000,0.0,,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 3 a 4 anos,11532,Pleno,FALSE,TRUE,FALSE,Geração X,de 4 a 6 anos,de 3 a 4 anos,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,FALSE,FALSE
woe7tjc0547n74ijjlsilkioowoe7tj0,32.0,30-34,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Acima de 3.000,0.0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Menos de 1 ano,10887,Pleno,FALSE,TRUE,FALSE,Millenial,de 1 a 2 anos,Menos de 1 ano,TRUE,,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Engenharia de Dados,"SQL, Python",FALSE,TRUE
